record_id,source_id,source_sha256,locator,material_formula,phase,isotope_composition,temperature_K,density_g_cm3,beam_conditions,observable,normalization,reported_value,reported_uncertainty,units,efficiency_correction,attenuation_correction,cascade_correction,transfer_assumption,stopping_model,covariance_reference,primary_read,inferable_parameter,qualification,missing_inputs,capture_branch_correction
Stanislaus1987a-Table 1-18-6,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 6: MoO3,MoO3,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,3.86,0.18,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Mo/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-7,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 7: Ag2O,Ag2O,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,3.95,0.52,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Ag/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-8,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 8: CdO,CdO,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,2.59,0.21,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Cd/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-9,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 9: SnO,SnO,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,2.74,0.13,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Sn/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-10,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 10: SnO2,SnO2,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,3.40,0.16,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Sn/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-11,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 11: Sb2O3,Sb2O3,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,3.64,0.24,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Sb/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-12,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 12: TeO2,TeO2,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,3.30,0.15,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Te/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-13,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 13: BaO2,BaO2,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,3.16,0.15,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Ba/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-14,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 14: CeO2,CeO2,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,4.89,0.27,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Ce/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-15,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 15: PrO2,PrO2,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,5.00,0.44,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Pr/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-16,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 16: Sm2O3,Sm2O3,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,6.24,0.50,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Sm/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-17,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 17: HgO,HgO,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,4.88,0.42,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Hg/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-18,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 18: PbO,PbO,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,4.30,0.24,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Pb/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-19,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 19: PbO2,PbO2,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,4.65,0.25,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Pb/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-20,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 20: Pb3O4,Pb3O4,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,4.19,0.59,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Pb/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Stanislaus1987a-Table 1-18-21,Stanislaus1987a,e3ae6124dfccc1b41c20844b3861b0398eae8f6db2f8e96e4ec5f6ed0e1fca9d,Stanislaus1987a p.18 Table 1 row 21: Bi2O3,Bi2O3,solid,,,,,atomic_capture_ratio,ratio of atomic capture probabilities per atom; Stanislaus1987a p.7-8,6.15,0.53,,E1 counter efficiency and E2(Z) lost low-energy decay electrons; Stanislaus1987a p.7-8,E2(Z) energy losses in target and counters; Stanislaus1987a p.8,,,,Stanislaus1987a:Table 1,true,A(Bi/O),stage=terminal@Stanislaus1987a p.7;population=all_stops@Stanislaus1987a p.7;method=lifetime@Stanislaus1987a p.2;lineage=own@Stanislaus1987a p.2;inputs=unstated@Stanislaus1987a p.8,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"we must correct for those events where the muon is absorbed by the nucleus giving off neutrons; The Huff correction factor takes care of the fact that a negative muon in the K-orbit of the muonic atom has a lower decay probability than a free muon; Eqs. (3), (5), (8); Stanislaus1987a p.7-8"
Suzuki1980-Table 1-7-3,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 3: CO2,CO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",0.43,0.02,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(C/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-4,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 4: Na2O2,Na2O2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",0.87,0.02,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Na/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-5,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 5: MgO,MgO,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",0.80,0.02,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Mg/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-6,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 6: Al2O3,Al2O3,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",0.84,0.03,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Al/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-7,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 7: SiO2,SiO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",0.96,0.04,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Si/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-8,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 8: P2O5,P2O5,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",0.87,0.03,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(P/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-9,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 9: Ca(OH)2,CaH2O2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",1.49,0.06,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Ca/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-10,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 10: TiO2,TiO2,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.17,0.11,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Ti/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-11,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 11: Cr2O3,Cr2O3,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.63,0.13,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Cr/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
Suzuki1980-Table 1-7-12,Suzuki1980,0356509ad8fea4039c37ccc8aba2fe296f337c72619e86dc66ee9fce173432d5,Suzuki1980 p.7 Table 1 row 12: CrO3,CrO3,solid,,,,,atomic_capture_ratio,"atomic capture ratio A(Z/O), Table 1 W(Z)/W(O); Suzuki1980 p.4,7",2.96,0.20,,E1 counter efficiency and E2(Z) loss of decay electrons; Suzuki1980 p.4,E2(Z) loss of low-energy decay electrons in target; Suzuki1980 p.4,,,,Suzuki1980:Table 1,true,A(Cr/O),stage=terminal@Suzuki1980 p.4;population=all_stops@Suzuki1980 p.4;method=lifetime@Suzuki1980 p.3;lineage=own@Suzuki1980 p.3;inputs=unstated@Suzuki1980 p.4,isotope_composition;temperature_K;density_g_cm3;beam_conditions;units;cascade_correction;transfer_assumption;stopping_model,"To obtain the number of muons actually stopping in an element, one must correct for the fact that in heavy elements most of the muons are absorbed by the nucleus producing neutrons; Q(Z) is the Huff correction factor; ratio A(Z/O) with Q(O)/Q(Cr); Suzuki1980 p.4"
